Province,District_Name,Crop_Year,Season,Crop,Area,Production
Mashonaland West,Hurungwe,1998,Cold     ,Carrots,311,1949
Mashonaland West,Hurungwe,1998,Cold     ,Beets,489,16093
Mashonaland West,Hurungwe,1998,Cold     ,Broccoli,407,21977
Mashonaland West,Hurungwe,1998,Cold     ,Cauliflower,25,2670
Mashonaland West,Hurungwe,1998,Cold     ,Cabbage,200,9337
Mashonaland West,Hurungwe,1998,Cold     ,Onions,415,9586
Mashonaland West,Hurungwe,1998,Cold     ,Garlic,59,7924
Mashonaland West,Hurungwe,1998,Cold     ,Peas,500,5871
Mashonaland West,Hurungwe,1998,Cold     ,Radishes,417,999
Mashonaland West,Hurungwe,1998,Cold     ,Kale,33,9573
Mashonaland West,Hurungwe,1998,Cold     ,Spinach,451,16392
Mashonaland West,Hurungwe,1998,Cold     ,Lettuce,219,23799
Mashonaland West,Hurungwe,1998,Cold     ,Broccoli,305,23142
Mashonaland West,Hurungwe,1998,Cold     ,Cauliflower,102,19871
Mashonaland West,Hurungwe,1998,Cold     ,Cabbage,119,5793
Mashonaland West,Hurungwe,1998,Cold     ,Carrots,339,18383
Mashonaland West,Hurungwe,1998,Cold     ,Beets,489,6331
Mashonaland West,Hurungwe,1998,Cold     ,Peas,350,18918
Mashonaland West,Hurungwe,1998,Cold     ,Radishes,210,21367
Mashonaland West,Hurungwe,1998,Cold     ,Sweet potatoes,223,22798
Mashonaland West,Hurungwe,1998,Cold     ,Watermelons,400,19048
Mashonaland West,Hurungwe,1998,Cold     ,Tomatoes,107,6895
Mashonaland West,Hurungwe,1998,Cold     ,Peppers,130,20576
Mashonaland West,Hurungwe,1998,Cold     ,Okra,29,19266
Mashonaland West,Hurungwe,1998,Cold     ,Cucumbers,203,10719
Mashonaland West,Hurungwe,1998,Cold     ,Eggplant,476,1622
Mashonaland West,Hurungwe,1998,Cold     ,Pumpkins,134,21949
Mashonaland West,Hurungwe,1998,Cold     ,Squash,63,10944
Mashonaland West,Hurungwe,1998,Cold     ,Melons,271,7092
Mashonaland West,Hurungwe,1998,Cold     ,Maize ,131,3009
Mashonaland West,Hurungwe,1998,Cold     ,Soybeans,155,1389
Mashonaland West,Hurungwe,1998,Cold     ,Groundnuts (Peanuts),383,9471
Mashonaland West,Hurungwe,1998,Cold     ,Cowpeas,333,15253
Mashonaland West,Hurungwe,1998,Cold     ,Sunflower,161,8822
Mashonaland West,Hurungwe,1998,Cold     ,Sorghum,249,4656
Mashonaland West,Hurungwe,1998,Cold     ,Millet,479,3422
Mashonaland West,Hurungwe,1998,Cold     ,Beans,278,14055
Mashonaland West,Hurungwe,1998,Cold     ,Sweet potatoes,231,23435
Mashonaland West,Hurungwe,1998,Cold     ,Watermelons,29,565
Mashonaland West,Hurungwe,1998,Cold     ,Tomatoes,50,23163
Mashonaland West,Hurungwe,1998,Cold     ,Cabbage,38,5927
Mashonaland West,Hurungwe,1998,Cold     ,Peppers,44,11670
Mashonaland West,Hurungwe,1998,Cold     ,Okra,405,13886
Mashonaland West,Hurungwe,1998,Cold     ,Cucumbers,271,1467
Mashonaland West,Hurungwe,1998,Cold     ,Wheat,365,13705
Mashonaland West,Hurungwe,1998,Cold     ,Barley,310,22916
Mashonaland West,Hurungwe,1998,Cold     ,Oats,169,3548
Mashonaland West,Hurungwe,1998,Cold     ,Rye,171,12698
Mashonaland West,Hurungwe,1998,Cold     ,Mustard greens,460,18349
Mashonaland West,Hurungwe,1998,Cold     ,Spinach,100,648
Mashonaland West,Hurungwe,1998,Cold     ,Kale,142,2328
Mashonaland West,Hurungwe,1998,Cold     ,Carrots,142,19614
Mashonaland West,Hurungwe,1998,Cold     ,Beets,62,23800
Mashonaland West,Hurungwe,1998,Cold     ,Broccoli,388,18471
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,449,19326
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,273,19265
Mashonaland West,Kadoma,1998,Cold     ,Onions,200,4600
Mashonaland West,Kadoma,1998,Cold     ,Garlic,72,3341
Mashonaland West,Kadoma,1998,Cold     ,Peas,156,23662
Mashonaland West,Kadoma,1998,Cold     ,Radishes,165,10732
Mashonaland West,Kadoma,1998,Cold     ,Kale,431,11143
Mashonaland West,Kadoma,1998,Cold     ,Spinach,444,20990
Mashonaland West,Kadoma,1998,Cold     ,Lettuce,217,4939
Mashonaland West,Kadoma,1998,Cold     ,Broccoli,6,9245
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,352,10444
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,402,15185
Mashonaland West,Kadoma,1998,Cold     ,Carrots,318,4432
Mashonaland West,Kadoma,1998,Cold     ,Beets,143,9540
Mashonaland West,Kadoma,1998,Cold     ,Peas,338,13462
Mashonaland West,Kadoma,1998,Cold     ,Radishes,214,22219
Mashonaland West,Kadoma,1998,Cold     ,Sweet potatoes,248,22305
Mashonaland West,Kadoma,1998,Cold     ,Watermelons,223,7190
Mashonaland West,Kadoma,1998,Cold     ,Tomatoes,239,12797
Mashonaland West,Kadoma,1998,Cold     ,Peppers,76,14845
Mashonaland West,Kadoma,1998,Cold     ,Okra,211,9299
Mashonaland West,Kadoma,1998,Cold     ,Cucumbers,173,22869
Mashonaland West,Kadoma,1998,Cold     ,Eggplant,356,12105
Mashonaland West,Kadoma,1998,Cold     ,Pumpkins,489,15892
Mashonaland West,Kadoma,1998,Cold     ,Squash,349,14066
Mashonaland West,Kadoma,1998,Cold     ,Melons,417,5939
Mashonaland West,Kadoma,1998,Cold     ,Maize ,80,21770
Mashonaland West,Kadoma,1998,Cold     ,Soybeans,18,24339
Mashonaland West,Kadoma,1998,Cold     ,Groundnuts (Peanuts),391,11650
Mashonaland West,Kadoma,1998,Cold     ,Cowpeas,8,16594
Mashonaland West,Kadoma,1998,Cold     ,Sunflower,181,15590
Mashonaland West,Kadoma,1998,Cold     ,Sorghum,173,20858
Mashonaland West,Kadoma,1998,Cold     ,Millet,194,15550
Mashonaland West,Kadoma,1998,Cold     ,Beans,351,6708
Mashonaland West,Kadoma,1998,Cold     ,Sweet potatoes,208,2727
Mashonaland West,Kadoma,1998,Cold     ,Watermelons,220,8870
Mashonaland West,Kadoma,1998,Cold     ,Tomatoes,47,18686
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,195,24258
Mashonaland West,Kadoma,1998,Cold     ,Peppers,65,14401
Mashonaland West,Kadoma,1998,Cold     ,Okra,346,8835
Mashonaland West,Kadoma,1998,Cold     ,Cucumbers,459,24666
Mashonaland West,Kadoma,1998,Cold     ,Wheat,239,3409
Mashonaland West,Kadoma,1998,Cold     ,Barley,293,5760
Mashonaland West,Kadoma,1998,Cold     ,Oats,237,8959
Mashonaland West,Kadoma,1998,Cold     ,Rye,110,21887
Mashonaland West,Kadoma,1998,Cold     ,Mustard greens,44,19463
Mashonaland West,Kadoma,1998,Cold     ,Spinach,137,17351
Mashonaland West,Kadoma,1998,Cold     ,Kale,265,22633
Mashonaland West,Kadoma,1998,Cold     ,Carrots,271,13601
Mashonaland West,Kadoma,1998,Cold     ,Beets,255,10276
Mashonaland West,Kadoma,1998,Cold     ,Broccoli,8,13595
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,40,8630
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,195,11761
Mashonaland West,Kadoma,1998,Cold     ,Onions,362,12088
Mashonaland West,Kadoma,1998,Cold     ,Garlic,473,910
Mashonaland West,Kadoma,1998,Cold     ,Peas,112,10199
Mashonaland West,Kadoma,1998,Cold     ,Radishes,390,890
Mashonaland West,Kadoma,1998,Cold     ,Kale,443,14685
Mashonaland West,Kadoma,1998,Cold     ,Spinach,126,21858
Mashonaland West,Kadoma,1998,Cold     ,Lettuce,160,18013
Mashonaland West,Kadoma,1998,Cold     ,Broccoli,22,2860
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,0,24922
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,485,7502
Mashonaland West,Kadoma,1998,Cold     ,Carrots,219,1754
Mashonaland West,Kadoma,1998,Cold     ,Beets,344,15253
Mashonaland West,Kadoma,1998,Cold     ,Peas,86,939
Mashonaland West,Kadoma,1998,Cold     ,Radishes,396,12672
Mashonaland West,Kadoma,1998,Cold     ,Sweet potatoes,98,17525
Mashonaland West,Kadoma,1998,Cold     ,Watermelons,51,14262
Mashonaland West,Kadoma,1998,Cold     ,Tomatoes,55,15865
Mashonaland West,Kadoma,1998,Cold     ,Peppers,240,17540
Mashonaland West,Kadoma,1998,Cold     ,Okra,378,16001
Mashonaland West,Kadoma,1998,Cold     ,Cucumbers,80,24533
Mashonaland West,Kadoma,1998,Cold     ,Eggplant,151,7687
Mashonaland West,Kadoma,1998,Cold     ,Pumpkins,216,4174
Mashonaland West,Kadoma,1998,Cold     ,Squash,14,22118
Mashonaland West,Kadoma,1998,Cold     ,Melons,21,6351
Mashonaland West,Kadoma,1998,Cold     ,Maize ,160,3643
Mashonaland West,Kadoma,1998,Cold     ,Soybeans,130,24180
Mashonaland West,Kadoma,1998,Cold     ,Groundnuts (Peanuts),219,3421
Mashonaland West,Kadoma,1998,Cold     ,Cowpeas,249,24030
Mashonaland West,Kadoma,1998,Cold     ,Sunflower,170,20723
Mashonaland West,Kadoma,1998,Cold     ,Sorghum,155,11482
Mashonaland West,Kadoma,1998,Cold     ,Millet,242,4100
Mashonaland West,Kadoma,1998,Cold     ,Beans,37,7381
Mashonaland West,Kadoma,1998,Cold     ,Sweet potatoes,94,15755
Mashonaland West,Kadoma,1998,Cold     ,Watermelons,403,17925
Mashonaland West,Kadoma,1998,Cold     ,Tomatoes,228,5568
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,345,24859
Mashonaland West,Kadoma,1998,Cold     ,Peppers,4,11585
Mashonaland West,Kadoma,1998,Cold     ,Okra,365,6897
Mashonaland West,Kadoma,1998,Cold     ,Cucumbers,56,3320
Mashonaland West,Kadoma,1998,Cold     ,Wheat,440,22989
Mashonaland West,Kadoma,1998,Cold     ,Barley,249,22962
Mashonaland West,Kadoma,1998,Cold     ,Oats,462,7039
Mashonaland West,Kadoma,1998,Cold     ,Rye,359,13537
Mashonaland West,Kadoma,1998,Cold     ,Mustard greens,266,4111
Mashonaland West,Kadoma,1998,Cold     ,Spinach,5,22899
Mashonaland West,Kadoma,1998,Cold     ,Kale,477,24922
Mashonaland West,Kadoma,1998,Cold     ,Carrots,149,20364
Mashonaland West,Kadoma,1998,Cold     ,Beets,237,22720
Mashonaland West,Kadoma,1998,Cold     ,Broccoli,436,11315
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,8,20190
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,29,19958
Mashonaland West,Kadoma,1998,Cold     ,Onions,467,24210
Mashonaland West,Kadoma,1998,Cold     ,Garlic,423,9026
Mashonaland West,Kadoma,1998,Cold     ,Peas,103,23454
Mashonaland West,Kadoma,1998,Cold     ,Radishes,88,4281
Mashonaland West,Kadoma,1998,Cold     ,Kale,407,12046
Mashonaland West,Kadoma,1998,Cold     ,Spinach,399,2429
Mashonaland West,Kadoma,1998,Cold     ,Lettuce,457,8133
Mashonaland West,Kadoma,1998,Cold     ,Broccoli,96,13360
Mashonaland West,Kadoma,1998,Cold     ,Cauliflower,350,13421
Mashonaland West,Kadoma,1998,Cold     ,Cabbage,400,12529
Mashonaland West,Kadoma,1998,Cold     ,Carrots,188,22421
Mashonaland West,Kadoma,1998,Cold     ,Beets,51,24644
Mashonaland West,Kadoma,1998,Cold     ,Peas,185,16836
Mashonaland West,Kadoma,1998,Cold     ,Radishes,347,3156
Mashonaland West,Kadoma,1998,Cold     ,Sweet potatoes,250,6024
Mashonaland West,Kadoma,1998,Cold     ,Watermelons,112,20616
Mashonaland West,Kadoma,1998,Cold     ,Tomatoes,344,18869
Mashonaland West,Kadoma,1998,Cold     ,Peppers,449,561
Mashonaland West,Kadoma,1998,Cold     ,Okra,216,21561
Mashonaland West,Kadoma,1998,Cold     ,Cucumbers,55,23380
Mashonaland West,Kadoma,1998,Cold     ,Eggplant,178,24419
Mashonaland West,Kadoma,1998,Cold     ,Pumpkins,384,19852
Mashonaland West,Kadoma,1998,Cold     ,Squash,109,19152
Mashonaland West,Kadoma,1998,Cold     ,Melons,461,4204
Mashonaland West,Kadoma,1998,Cold     ,Maize ,95,11797
Mashonaland West,Kadoma,1998,Cold     ,Soybeans,53,14674
Mashonaland West,Kadoma,1998,Cold     ,Groundnuts (Peanuts),78,20079
Mashonaland West,Kadoma,1998,Hot,Cowpeas,104,15645
Mashonaland West,Kadoma,1998,Hot,Sunflower,288,10037
Mashonaland West,Kadoma,1998,Hot,Sorghum,232,23427
Mashonaland West,Kadoma,1998,Hot,Millet,58,23913
Mashonaland West,Kadoma,1998,Hot,Beans,352,23498
Mashonaland West,Kadoma,1998,Hot,Sweet potatoes,67,11993
Mashonaland West,Kadoma,1998,Hot,Watermelons,59,8925
Mashonaland West,Kadoma,1998,Hot,Tomatoes,477,18692
Mashonaland West,Kadoma,1998,Hot,Cabbage,435,5108
Mashonaland West,Kadoma,1998,Hot,Peppers,56,10095
Mashonaland West,Kadoma,1998,Hot,Okra,459,11563
Mashonaland West,Kadoma,1998,Hot,Cucumbers,160,9024
Mashonaland West,Kadoma,1998,Hot,Wheat,64,5380
Mashonaland West,Kadoma,1998,Hot,Barley,437,12540
Mashonaland West,Kadoma,1998,Hot,Oats,157,22305
Mashonaland West,Kadoma,1998,Hot,Rye,18,4430
Mashonaland West,Kadoma,1998,Hot,Mustard greens,14,20045
Mashonaland West,Kadoma,1998,Hot,Spinach,226,17367
Mashonaland West,Kadoma,1998,Hot,Kale,47,5579
Mashonaland West,Kadoma,1998,Hot,Carrots,36,12282
Mashonaland West,Kadoma,1998,Hot,Beets,9,18920
Mashonaland West,Kadoma,1998,Hot,Broccoli,127,8681
Mashonaland West,Kadoma,1998,Hot,Cauliflower,19,24755
Mashonaland West,Kadoma,1998,Hot,Cabbage,97,1253
Mashonaland West,Kadoma,1998,Hot,Onions,481,20257
Mashonaland West,Kadoma,1998,Hot,Garlic,81,9534
Mashonaland West,Kadoma,1998,Hot,Peas,285,10833
Mashonaland West,Kadoma,1998,Hot,Radishes,445,16516
Mashonaland West,Kadoma,1998,Hot,Kale,410,14939
Mashonaland West,Kadoma,1998,Hot,Spinach,38,18365
Mashonaland West,Kadoma,1998,Hot,Lettuce,389,10703
Mashonaland West,Kadoma,1998,Hot,Broccoli,158,24953
Mashonaland West,Kadoma,1998,Hot,Cauliflower,417,8661
Mashonaland West,Kadoma,1998,Hot,Cabbage,262,15447
Mashonaland West,Kadoma,1998,Hot,Carrots,500,18578
Mashonaland West,Kadoma,1998,Hot,Beets,460,5905
Mashonaland West,Kadoma,1998,Hot,Peas,477,6547
Mashonaland West,Kadoma,1998,Hot,Radishes,98,2350
Mashonaland West,Kadoma,1998,Hot,Sweet potatoes,374,6344
Mashonaland West,Kadoma,1998,Hot,Watermelons,149,6311
Mashonaland West,Kadoma,1998,Hot,Tomatoes,409,1946
Mashonaland West,Kadoma,1998,Hot,Peppers,104,10826
Mashonaland West,Kadoma,1998,Hot,Okra,454,12270
Mashonaland West,Kadoma,1998,Hot,Cucumbers,115,9253
Mashonaland West,Kadoma,1998,Hot,Eggplant,78,14056
Mashonaland West,Kadoma,1998,Hot,Pumpkins,294,22327
Mashonaland West,Kadoma,1998,Hot,Squash,101,18532
Mashonaland West,Kadoma,1998,Hot,Melons,5,13715
Mashonaland West,Kadoma,1998,Hot,Maize ,374,16838
Mashonaland West,Kadoma,1998,Hot,Soybeans,53,4327
Mashonaland West,Kadoma,1998,Hot,Groundnuts (Peanuts),84,5289
Mashonaland West,Kadoma,1998,Hot,Cowpeas,473,9062
Mashonaland West,Kadoma,1998,Hot,Sunflower,34,18329
Mashonaland West,Kadoma,1998,Hot,Sorghum,472,20927
Mashonaland West,Kadoma,1998,Hot,Millet,231,7160
Mashonaland West,Kadoma,1998,Hot,Beans,160,11897
Mashonaland West,Kadoma,1998,Hot,Sweet potatoes,94,24535
Mashonaland West,Kadoma,1998,Hot,Watermelons,297,11241
Mashonaland West,Kadoma,1998,Hot,Tomatoes,254,21111
Mashonaland West,Kadoma,1998,Hot,Cabbage,255,15347
Mashonaland West,Kadoma,1998,Hot,Peppers,490,11034
Mashonaland West,Kadoma,1998,Hot,Okra,170,6456
Mashonaland West,Kadoma,1998,Hot,Cucumbers,440,18479
Mashonaland West,Kadoma,1998,Hot,Wheat,27,3243
Mashonaland West,Kadoma,1998,Hot,Barley,500,14249
Mashonaland West,Kadoma,1998,Hot,Oats,314,17572
Mashonaland West,Kadoma,1998,Hot,Rye,267,12765
Mashonaland West,Kadoma,1998,Hot,Mustard greens,93,15565
Mashonaland West,Kadoma,1998,Hot,Spinach,50,5610
Mashonaland West,Kadoma,1998,Hot,Kale,36,11453
Mashonaland West,Kadoma,1998,Hot,Carrots,276,3135
Mashonaland West,Kadoma,1998,Hot,Beets,237,21890
Mashonaland West,Kadoma,1998,Hot,Broccoli,54,11950
Mashonaland West,Kadoma,1998,Hot,Cauliflower,28,14092
Mashonaland West,Kadoma,1998,Hot,Cabbage,276,513
Mashonaland West,Kadoma,1998,Hot,Onions,114,3334
Mashonaland West,Kadoma,1998,Hot,Garlic,89,20754
Mashonaland West,Kadoma,1998,Hot,Peas,392,22147
Mashonaland West,Kadoma,1998,Hot,Radishes,256,13860
Mashonaland West,Kadoma,1998,Hot,Kale,207,23282
Mashonaland West,Kadoma,1998,Rainy,Spinach,130,17040
Mashonaland West,Kadoma,1998,Rainy,Lettuce,310,6465
Mashonaland West,Kadoma,1998,Rainy,Broccoli,418,19958
Mashonaland West,Kadoma,1998,Rainy,Cauliflower,284,4717
Mashonaland West,Kadoma,1998,Rainy,Cabbage,77,10005
Mashonaland West,Kadoma,1998,Rainy,Carrots,357,16073
Mashonaland West,Kadoma,1998,Rainy,Beets,299,2942
Mashonaland West,Kadoma,1998,Rainy,Peas,382,5572
Mashonaland West,Kadoma,1998,Rainy,Radishes,29,18142
Mashonaland West,Kadoma,1998,Rainy,Sweet potatoes,115,6240
Mashonaland West,Kadoma,1998,Rainy,Watermelons,342,9375
Mashonaland West,Kadoma,1998,Rainy,Tomatoes,342,17373
Mashonaland West,Kadoma,1998,Rainy,Peppers,26,5881
Mashonaland West,Kadoma,1998,Rainy,Okra,272,2292
Mashonaland West,Kadoma,1998,Rainy,Cucumbers,273,19485
Mashonaland West,Kadoma,1998,Rainy,Eggplant,397,4889
Mashonaland West,Kadoma,1998,Rainy,Pumpkins,281,518
Mashonaland West,Kadoma,1998,Rainy,Squash,213,9871
Mashonaland West,Kadoma,1998,Rainy,Melons,25,16306
Mashonaland West,Kadoma,1998,Rainy,Maize ,459,22496
Mashonaland West,Kadoma,1998,Rainy,Soybeans,453,3478
Mashonaland West,Kadoma,1998,Rainy,Groundnuts (Peanuts),107,5109
Mashonaland West,Kadoma,1998,Rainy,Cowpeas,236,8747
Mashonaland West,Kadoma,1998,Rainy,Sunflower,6,18312
Mashonaland West,Kadoma,1998,Rainy,Sorghum,223,18111
Mashonaland West,Kadoma,1998,Rainy,Millet,195,14125
Mashonaland West,Kadoma,1998,Rainy,Beans,339,2895
Mashonaland West,Kadoma,1998,Rainy,Sweet potatoes,433,8263
Mashonaland West,Kadoma,1998,Rainy,Watermelons,8,536
Mashonaland West,Kadoma,1998,Rainy,Tomatoes,13,23486
Mashonaland West,Kadoma,1998,Rainy,Cabbage,470,15111
Mashonaland West,Kadoma,1998,Rainy,Peppers,339,13999
Mashonaland West,Kadoma,1998,Rainy,Okra,88,15867
Mashonaland West,Kadoma,1998,Rainy,Cucumbers,12,7309
Mashonaland West,Kadoma,1998,Rainy,Wheat,311,9708
Mashonaland West,Kadoma,1998,Rainy,Barley,384,8701
Mashonaland West,Kadoma,1998,Rainy,Oats,437,17775
Mashonaland West,Kadoma,1998,Rainy,Rye,445,23847
Mashonaland West,Kadoma,1998,Rainy,Mustard greens,149,20296
Mashonaland West,Kadoma,1998,Rainy,Spinach,317,17391
Mashonaland West,Kadoma,1998,Rainy,Kale,412,2874
Mashonaland West,Kadoma,1998,Rainy,Carrots,278,7006
Mashonaland West,Kadoma,1998,Rainy,Beets,78,4981
Mashonaland West,Kadoma,1998,Rainy,Broccoli,355,14807
Mashonaland West,Kadoma,1998,Rainy,Cauliflower,138,18894
Mashonaland West,Kadoma,1998,Rainy,Cabbage,150,16205
Mashonaland West,Kadoma,1998,Rainy,Onions,375,19181
Mashonaland West,Kadoma,1998,Rainy,Garlic,480,16100
Mashonaland West,Kadoma,1998,Rainy,Peas,446,17203
Mashonaland West,Kadoma,1998,Rainy,Radishes,456,1338
Mashonaland West,Kadoma,1998,Rainy,Kale,80,22555
Mashonaland West,Kadoma,1998,Rainy,Spinach,132,20300
Mashonaland West,Kadoma,1998,Rainy,Lettuce,428,19846
Mashonaland West,Kadoma,1998,Rainy,Broccoli,195,5223
Mashonaland West,Kadoma,1998,Rainy,Cauliflower,351,18216
Mashonaland West,Kadoma,1998,Rainy,Cabbage,476,11311
Mashonaland West,Kadoma,1998,Rainy,Carrots,435,24987
Mashonaland West,Kadoma,1998,Rainy,Beets,354,16936
Mashonaland West,Kadoma,1998,Rainy,Peas,408,802
Mashonaland West,Kadoma,1998,Rainy,Radishes,115,12933
Mashonaland West,Kadoma,1998,Rainy,Sweet potatoes,124,12109
Mashonaland West,Kadoma,1998,Rainy,Watermelons,96,14095
Mashonaland West,Kadoma,1998,Rainy,Tomatoes,364,15285
Mashonaland West,Kariba,1998,Rainy,Peppers,387,4979
Mashonaland West,Kariba,1998,Rainy,Okra,230,10464
Mashonaland West,Kariba,1998,Rainy,Cucumbers,174,4685
Mashonaland West,Kariba,1998,Rainy,Eggplant,38,2738
Mashonaland West,Kariba,1998,Rainy,Pumpkins,132,8999
Mashonaland West,Kariba,1998,Rainy,Squash,445,16410
Mashonaland West,Kariba,1998,Rainy,Melons,218,9999
Mashonaland West,Kariba,1998,Rainy,Maize ,21,14749
Mashonaland West,Kariba,1998,Rainy,Soybeans,481,11381
Mashonaland West,Kariba,1998,Rainy,Groundnuts (Peanuts),59,11735
Mashonaland West,Kariba,1998,Rainy,Cowpeas,349,7245
Mashonaland West,Kariba,1998,Rainy,Sunflower,230,14139
Mashonaland West,Kariba,1998,Rainy,Sorghum,475,3543
Mashonaland West,Kariba,1998,Rainy,Millet,252,19787
Mashonaland West,Kariba,1998,Rainy,Beans,309,10073
Mashonaland West,Kariba,1998,Rainy,Sweet potatoes,54,16611
Mashonaland West,Kariba,1998,Rainy,Watermelons,151,4687
Mashonaland West,Kariba,1998,Rainy,Tomatoes,318,5043
Mashonaland West,Kariba,1998,Rainy,Cabbage,31,14770
Mashonaland West,Kariba,1998,Rainy,Peppers,390,6020
Mashonaland West,Kariba,1998,Rainy,Okra,167,24219
Mashonaland West,Kariba,1998,Rainy,Cucumbers,343,24023
Mashonaland West,Kariba,1998,Rainy,Wheat,43,17050
Mashonaland West,Kariba,1998,Rainy,Barley,166,3481
Mashonaland West,Kariba,1998,Rainy,Oats,266,10215
Mashonaland West,Kariba,1998,Rainy,Rye,299,13153
Mashonaland West,Kariba,1998,Rainy,Mustard greens,499,6218
Mashonaland West,Kariba,1998,Rainy,Spinach,83,5712
Mashonaland West,Kariba,1998,Rainy,Kale,476,21750
Mashonaland West,Kariba,1998,Rainy,Carrots,437,9787
Mashonaland West,Kariba,1998,Rainy,Beets,139,6914
Mashonaland West,Kariba,1998,Rainy,Broccoli,239,19327
Mashonaland West,Kariba,1998,Rainy,Cauliflower,166,11599
Mashonaland West,Kariba,1998,Rainy,Cabbage,399,20259
Mashonaland West,Kariba,1998,Rainy,Onions,442,24059
Mashonaland West,Kariba,1998,Rainy,Garlic,160,13815
Mashonaland West,Kariba,1998,Rainy,Peas,251,18368
Mashonaland West,Kariba,1998,Rainy,Radishes,278,9411
Mashonaland West,Kariba,1998,Rainy,Kale,9,14621
Mashonaland West,Kariba,1998,Rainy,Spinach,473,15131
Mashonaland West,Kariba,1998,Rainy,Lettuce,233,19817
Mashonaland West,Kariba,1998,Rainy,Broccoli,29,8452
Mashonaland West,Kariba,1998,Rainy,Cauliflower,459,16793
Mashonaland West,Kariba,1998,Rainy,Cabbage,156,8408
Mashonaland West,Kariba,1998,Rainy,Carrots,15,13355
Mashonaland West,Kariba,1998,Rainy,Beets,230,1992
Mashonaland West,Kariba,1998,Rainy,Peas,439,1852
Mashonaland West,Kariba,1998,Rainy,Radishes,132,4512
Mashonaland West,Kariba,1998,Rainy,Sweet potatoes,2,3330
Mashonaland West,Kariba,1998,Rainy,Watermelons,34,20617
Mashonaland West,Kariba,1998,Rainy,Tomatoes,58,7854
Mashonaland West,Kariba,1998,Rainy,Peppers,445,1727
Mashonaland West,Kariba,1998,Rainy,Okra,436,6775
Mashonaland West,Kariba,1998,Rainy,Cucumbers,174,1900
Mashonaland West,Kariba,1998,Rainy,Eggplant,135,15552
Mashonaland West,Kariba,1998,Rainy,Pumpkins,483,10064
Mashonaland West,Kariba,1998,Rainy,Squash,362,22670
Mashonaland West,Kariba,1998,Rainy,Melons,243,10960
Mashonaland West,Kariba,1998,Rainy,Maize ,209,21905
Mashonaland West,Kariba,1998,Rainy,Soybeans,234,11659
Mashonaland West,Kariba,1998,Rainy,Groundnuts (Peanuts),175,9567
Mashonaland West,Kariba,1998,Rainy,Cowpeas,483,18223
Mashonaland West,Kariba,1998,Rainy,Sunflower,239,21782
Mashonaland West,Kariba,1998,Rainy,Sorghum,442,16240
Mashonaland West,Kariba,1998,Rainy,Millet,427,17298
Mashonaland West,Kariba,1998,Rainy,Beans,446,23542
Mashonaland West,Kariba,1998,Rainy,Sweet potatoes,60,15911
Mashonaland West,Kariba,1998,Rainy,Watermelons,447,24376
Mashonaland West,Kariba,1998,Rainy,Tomatoes,125,23157
Mashonaland West,Kariba,1998,Rainy,Cabbage,108,12836
Mashonaland West,Kariba,1998,Rainy,Peppers,162,13899
Mashonaland West,Kariba,1998,Rainy,Okra,120,18478
Mashonaland West,Kariba,1998,Rainy,Cucumbers,162,12024
Mashonaland West,Kariba,1998,Rainy,Wheat,439,9888
Mashonaland West,Kariba,1998,Rainy,Barley,347,23982
Mashonaland West,Kariba,1998,Rainy,Oats,57,9767
Mashonaland West,Kariba,1998,Rainy,Rye,297,21143
Mashonaland West,Kariba,1998,Rainy,Mustard greens,331,18149
Mashonaland West,Kariba,1998,Rainy,Spinach,345,18708
Mashonaland West,Kariba,1998,Rainy,Kale,288,21661
Mashonaland West,Kariba,1998,Rainy,Carrots,178,23058
Mashonaland West,Kariba,1998,Rainy,Beets,439,14623
Mashonaland West,Kariba,1998,Rainy,Broccoli,98,15510
Mashonaland West,Kariba,1998,Rainy,Cauliflower,170,17345
Mashonaland West,Kariba,1998,Rainy,Cabbage,375,23966
Mashonaland West,Kariba,1998,Rainy,Onions,165,1670
Mashonaland West,Kariba,1998,Rainy,Garlic,175,5961
Mashonaland West,Kariba,1998,Rainy,Peas,430,3609
Mashonaland West,Kariba,1998,Rainy,Radishes,152,9793
Mashonaland West,Kariba,1998,Rainy,Kale,496,1919
Mashonaland West,Kariba,1998,Rainy,Spinach,1,19478
Mashonaland West,Kariba,1998,Rainy,Lettuce,160,6295
Mashonaland West,Kariba,1998,Rainy,Broccoli,406,12936
Mashonaland West,Kariba,1998,Rainy,Cauliflower,463,1521
Mashonaland West,Kariba,1998,Rainy,Cabbage,187,13261
Mashonaland West,Kariba,1998,Rainy,Carrots,44,15156
Mashonaland West,Kariba,1998,Rainy,Beets,258,15921
Mashonaland West,Kariba,1998,Rainy,Peas,310,6166
Mashonaland West,Kariba,1998,Rainy,Radishes,141,10702
